Variable,Original,Translation
Components.110,"Ceramic plates can be used when creating tactical vests to increase the threshold at which they can be penetrated, but at the cost of extra encumbrance.","Las placas de cerámica se pueden utilizar al crear chalecos tácticos para aumentar el umbral al que pueden ser penetrados, pero a costa de una carga adicional."
demolitionPlate,Nanocomposite Plate,Placa Nanocompuesta
Components.111,These high-end nanocomposite armor plates can be inserted into vest carriers when creating a set of armor to mitigate the most devastating attacks.,Estas placas de armadura nanocompuestas de alta gama se pueden insertar en chalecos portadores al crear un conjunto de armadura para mitigar los ataques más devastadores.
Components.91,"This ballistic panel has a hard, rigid surface, valued for its high bullet stopping capabilities.","Este panel balístico tiene una superficie dura y rígida, valorada por su alta capacidad de detención de balas."
Components.90,"This old fashioned hybrid ballistic panel, in addition to hardened surface, also offers moderate shock absorption.","Este panel balístico híbrido anticuado, además de una superficie endurecida, también ofrece una absorción de impactos moderada."
adrenalGland,Adrenal Gland,Glándula Adrenal
Components.182,A skilled biologist could extract a small amount of adrenaline from this gland.,Un biólogo cualificado podría extraer una pequeña cantidad de adrenalina de esta glándula.
animalHeart,Healthy Animal Heart,Corazón Animal Sano
Components.180,It's still filled with healthy blood that can be extracted for medical purposes.,Todavía está lleno de sangre sana que puede ser extraída para propósitos médicos.
Components.Blastema,A large mass of regenerative cells extracted from a giant worm.,Una gran masa de células regenerativas extraídas de un gusano gigante.
borerGizzard,Metaworm Gizzard,Molleja de Metagusano
Components.189,The gizzard is metaworm's primary digestive organ. It produces powerful enzymes that can be used for medical purposes as well.,La molleja es el principal órgano digestivo del metagusano. Produce enzimas poderosas que también pueden ser utilizadas con fines médicos.
burrowerCarapace,Burrower Carapace,Caparazón de Excavador
Components.187,Burrower carapace is tough and relatively light. It could probably be used to augment certain armors.,El caparazón de excavador es resistente y relativamente ligero. Probablemente podría utilizarse para aumentar ciertas armaduras.
Material|burrowercarapace.item,Burrower Carapace,Caparazón de Excavador
Material|psibeetlecarapace.item,Psi Beetle Carapace,Caparazón de Escarabajo Psi
Material|serratedtungstensteelblade.item,Tungsten Steel,Acero de Tungsteno
Material|tungstensteelspikes.item,Tungsten Steel,Acero de Tungsteno
Material|supersteel.item,Super Steel,Super Acero
Material|tungstensteel.item,Tungsten Steel,Acero de Tungsteno
Material|colossalcrabcarapace.item,Colossal Crab Carapace,Caparazón de Cangrejo Colosal
Material|giantcrabcarapace.item,Giant Crab Carapace,Caparazón de Cangrejo Gigante
Material|psicrabcarapace.item,Psi Crab Carapace,Caparazón de Cangrejo Psi
poisonGland.Burrower,Burrower Poison Gland,Glándula Venenosa de Excavador
Components.157,This is a poison gland of a burrower. With the right skills powerful toxin can be extracted from it.,"Esta es una glándula venenosa de un excavador. Con las habilidades adecuadas, se puede extraer una toxina poderosa de ella."
corrosiveAcidGland,Corrosive Acid Gland,Glándula de Ácido Corrosivo
Items.CorrosiveAcidGland,This is the acid gland of a Deep Worm. With the right skills powerful corrosive acid can be extracted from it.,"Esta es la glándula de ácido de un Gusano Profundo. Con las habilidades adecuadas, se puede extraer un potente ácido corrosivo de ella."
crawlerStinger,Crawler Stinger,Aguijón de Reptador
Components.184,The venom sacks of this huge stinger are still full.,Los sacos de veneno de este enorme aguijón todavía están llenos.
hyperallergenicGland,Hyperallergenic Gland,Glándula Hiperalergénica
Components.HyperallergenicGland,"A vile gland full of the infamous hyperallergenic venom, which can induce a state in which body starts aggressively protecting itself from healing medicine.","Una glándula vil llena del infame veneno hiperalergénico, que puede inducir un estado en el que el cuerpo comienza a protegerse agresivamente de la medicina curativa."
insectoidSalivarium,Insectoid Salivarium,Salivarium Insectoide
Components.181,Insectoid saliva can be extracted from this organ to be used for medical purposes.,Se puede extraer saliva insectoide de este órgano para ser utilizada con fines médicos.
largeIntestine,Large Intestine,Intestino Grueso
Components.185,"This is a large intestine of an animal. While it's not the prettiest thing to carry around, a skilled biologist can extract useful substances from it.","Este es el intestino grueso de un animal. Si bien no es lo más bonito para llevar, un biólogo cualificado puede extraer sustancias útiles de él."
mutantAcidGland,Mutant Acid Gland,Glándula de Ácido Mutante
Items.MutantAcidGland,This is the acid gland of a mutant. With the right skills powerful acid can be extracted from it.,"Esta es la glándula de ácido de un mutante. Con las habilidades adecuadas, se puede extraer un potente ácido de ella."
psiBeetleCarapace,Psi Beetle Carapace,Caparazón de Escarabajo Psi
Components.186,"Carapace of a psi beetle is not only tough, but also acts as an amplifier of psionic activities.","El caparazón de un escarabajo psi no solo es resistente, sino que también actúa como un amplificador de las actividades psiónicas."
ShieldShortName|psibeetlecarapace.item,Psionic Carapace,Caparazón Psiónico
ShieldShortName|colossalcrabcarapace.item,Colossal Crab,Cangrejo Colosal
ShieldShortName|giantcrabcarapace.item,Giant Crab,Cangrejo Gigante
ShieldShortName|psicrabcarapace.item,Psi Crab,Cangrejo Psi
shieldedBladelingEye,Shielded Bladeling Eye,Ojo de Bladeling Blindado
Components.188,"A bladeling's eye is shielded by tough glossy black plate. It is uncertain what the purpose of this plate is, but the vitreous humor that separates the plate and the eye seems to possess certain characteristics of a psi catalyst.","El ojo de un bladeling está blindado por una placa negra brillante y dura. No está claro cuál es el propósito de esta placa, pero el humor vítreo que separa la placa y el ojo parece poseer ciertas características de un catalizador psi."
siphonerTongue,Siphoner Tongue,Lengua de Sifonador
Components.183,It's still fresh which will allow a skilled biologist to extract the potent anticoagulant that it produces.,"Todavía está fresca, lo que permitirá a un biólogo cualificado extraer el potente anticoagulante que produce."
tumorousTchortlingBrain,Tumorous Tchortling Brain,Cerebro Tumoroso de Tchortling
Components.TchortlingBrain,A tchortling's brain with a tumorous growth.,El cerebro de un tchortling con un crecimiento tumoral.
Components.Acid,This is powerful acid that will dissolve most materials rapidly on contact.,Este es un ácido poderoso que disolverá la mayoría de los materiales rápidamente al contacto.
Components.Adrenaline,"Epinephrine, commonly known as adrenaline, is a hormone and a neurotransmitter. It's a crucial component of the fight-or-flight response of the sympathetic nervous system.","La epinefrina, comúnmente conocida como adrenalina, es una hormona y un neurotransmisor. Es un componente crucial de la respuesta de lucha o huida del sistema nervioso simpático."
Components.Anticoagulant,Prevents clotting of blood and blood-like substances. It's an essential component in liquid regeneratives.,Previene la coagulación de la sangre y sustancias similares a la sangre. Es un componente esencial en los regenerativos líquidos.
biofusiveScoby,Biofusive Scoby,Scoby Biofusivo
Components.BiofusiveScoby,A symbiotic colony of bacteria and yeast that can be used in concocting regenerative medicine.,Una colonia simbiótica de bacterias y levaduras que se puede utilizar para preparar medicina regenerativa.
poison.BlackDragonPoison,Black Dragon Poison,Veneno de Dragón Negro
Components.BlackDragonPoison,This is a vial of black dragon poison. When injected into the victim it causes psionic inhibition.,"Este es un vial de veneno de dragón negro. Cuando se inyecta en la víctima, causa inhibición psiónica."
blackVitreous,Black Vitreous,Vítreo Negro
Items.BlackVitreous,"Bladeling's eye vitreous humor, particularly one that separates the protective plate and the eye, seems to possess certain characteristics of a psi catalyst.","El humor vítreo del ojo de Bladeling, particularmente uno que separa la placa protectora y el ojo, parece poseer ciertas características de un catalizador psi."
Components.Blood,A healthy blood sample. It can be used in medical purposes.,Una muestra de sangre sana. Se puede utilizar con fines médicos.
bondingAgent,Bonding Agent,Agente Adhesivo
Components.BondingAgent,Can be used to make substances more cohesive.,Se puede utilizar para hacer que las sustancias sean más cohesivas.
poison.BurrowerPoison,Burrower Poison,Veneno de Excavador
Components.BurrowerPoison,This poison was extracted from a poison gland of a burrower creature. When injected into victim's bloodstream it can cause severe damage.,"Este veneno fue extraído de una glándula venenosa de una criatura excavadora. Cuando se inyecta en el torrente sanguíneo de la víctima, puede causar daños graves."
poison.CaveEarPoison,Cave Ear Poison,Veneno de Oreja de Cueva
Components.CaveEarPoison,"This poison was extracted from the cave ear mushroom. When injected into the victim it can cause bellyaches, temporary weakening of immune system and blurred vision","Este veneno fue extraído de la seta oreja de cueva. Cuando se inyecta en la víctima, puede causar dolores de barriga, debilitamiento temporal del sistema inmunológico y visión borrosa."
cleanBlastema,Clean Blastema,Blastema Limpio
Items.CleanBlastema,"A large mass of regenerative cells, cleaned of all impurities.","Una gran masa de células regenerativas, limpias de todas las impurezas."
Components.64,Commonly used to fuel camp fires.,Comúnmente utilizado para alimentar fogatas.
acid.corrosive,Corrosive Acid,Ácido Corrosivo
Components.CorrosiveAcid,This is an especially potent corrosive acid that is known to eat away all types of armor.,Este es un ácido corrosivo especialmente potente que se sabe que corroe todo tipo de armaduras.
poison.CrawlerPoison,Crawler Poison,Veneno de Reptador
Components.CrawlerPoison,This is a vial of crawler poison. When injected into the victim it can cause vomiting and paralysis.,"Este es un vial de veneno de reptador. Cuando se inyecta en la víctima, puede causar vómitos y parálisis."
