Variable,Original,Translation
technomedicexoskeletonregenerativeinjection,Injects a living target with a special regenerative mixture that heals it for {0} each turn and reduces mechanical and heat damage taken by {1}. Lasts {2}. Costs {3} energy and requires a special ampule of Parafibrotic Regeneration Catalyst.,
autoattack,Attacks the target with the currently equipped weapon.,
attackground,Fire at the targeted spot on the ground with the currently equipped weapon.,
autoattack-old,Starts automatically attacking the target with the currently equipped weapon.,
aimedshot,An aimed attack with any single-target ranged weapon that guarantees a critical hit.,
snipe,A special attack with a crossbow or sniper rifle that deals {0}% damage (scales with stealth skill). Can only be used in stealth. This attack cannot critically hit.,
burst-old,Rapidly fires five bullets at reduced precision. This attack also has chance to miss the primary target and hit other characters in the line of fire instead. This chance increases with range.,
burst,"Rapidly fires {0} bullets with reduced precision. This attack also has a chance to miss the primary target, possibly hitting other characters in the line of fire instead. This chance increases with range. This is an unconditional special attack.",
shotgunburst,Rapidly fires {0} shells with reduced precision. This is an unconditional special attack.,
pistolburst,Rapidly fires {0} bullets with reduced precision. This is an unconditional special attack.,
burrowerpoisonitemeffect_applied,"If the attack penetrates the armor, burrower poison is applied that deals {0} damage every turn for up to {1} turns. Stacks {2} times.",
burrowerpoisonitemeffect_cap,Applies {0} of burrower poison to a suitable melee weapon that deals {1} damage every turn for up to {2} turns. Stacks {3} times.,
shootpoisonbolt,Shoots this bolt from a crossbow dealing normal bolt damage and afflicting the target with {0} that deals {1} damage every turn for up to {2} turns.,
shootpoisonboltstackable,Shoots this bolt from a crossbow dealing normal bolt damage and afflicting the target with {0} that deals {1} damage every turn for up to {2} turns. Stacks {3} times.,
caveearpoisonitemeffect_applied,"If the attack penetrates the armor, cave ear poison is applied which increases all biological damage taken by {0}% and reduces perception by {1} for up to {2}.",
caveearpoisonitemeffect_cap,Applies {0} of cave ear poison to a suitable melee weapon which increases all biological damage taken by {1}% and reduces perception by {2} for up to {3}.,
shootcaveearpoisonbolt,Shoots this bolt from a crossbow dealing normal bolt damage and afflicting the target with poison that increases all biological damage taken by {0}% and reduces perception by {1}. Lasts up to {2}.,
spiritpoisonitemeffect_applied,"If the attack penetrates the armor, spirit poison is applied which deals {0} damage per turn for {1} and reduces resolve by {2}%. If the poison is not removed before it expires it will summon a psionic doppelganger of the victim if it's humanoid.",
spiritpoisonitemeffect_cap,Applies {0} of spirit poison to a suitable melee weapon which deals {1} damage per turn for {2} and reduces resolve by {3}%. If the poison is not removed before it expires it will summon a psionic doppelganger of the victim if it's humanoid.,
shootspiritpoisonbolt,Shoots this bolt from a crossbow dealing normal bolt damage and afflicting the target with poison that deals {0} damage per turn each turn for {1} and reduces resolve by {2}%. If the poison is not removed before it expires it will summon a psionic doppelganger of the victim if it's humanoid.,
blackdragonpoisonitemeffect_applied,"If the attack penetrates the armor, black dragon poison is applied which causes psionic inhibition, preventing the victim from invoking psi abilities and regenerating psi points for {0}.",
blackdragonpoisonitemeffect_cap,"Applies {0} of black dragon poison to a suitable melee weapon which causes psionic inhibition, preventing the victim from invoking psi abilities and regenerating psi points for {1}.",
shootblackdragonpoisonbolt,"Shoots this bolt from a crossbow dealing normal bolt damage and afflicting the target with poison that causes psionic inhibition, which prevents the victim from invoking psi abilities and regenerating psi points. Lasts {0}.",
blindingpoisonitemeffect_applied,"If the attack penetrates the armor, blinding poison is applied which deals {0} damage per turn for up to {1} and reduces perception by {2}. Stacks {3} times.",
blindingpoisonitemeffect_cap,Applies {0} of blinding poison to a suitable melee weapon which deals {1} damage per turn for up to {2} and reduces perception by {3}. Stacks {4} times.,
shootblindingpoisonbolt,Shoots this bolt from a crossbow dealing normal bolt damage and afflicting the target with poison that deals {0} damage per turn each turn for up to {1} and reduces perception by {2}. Stacks {3} times.,
leperpoisonitemeffect_applied,"If the attack penetrates the armor, leper poison is applied which deals {0} damage per turn for up to {1} and increases all mechanical damage taken by {2}%. Stacks {3} times.",
leperpoisonitemeffect_cap,Applies {0} of leper poison to a suitable melee weapon which deals {1} damage per turn for up to {2} and increases all mechanical damage taken by {3}%. Stacks {4} times.,
shootleperpoisonbolt,Shoots this bolt from a crossbow dealing normal bolt damage and afflicting the target with poison that deals {0} damage per turn each turn for up to {1} and increases all mechanical damage taken by {2}%. Stacks {3} times.,
heartbreakpoisonitemeffect_applied,"If the attack penetrates the armor, heartbreak poison is applied which deals {0} damage per turn for {1}. Stacks {2} times. If this poison is allowed the expire naturally it will then deal a great amount of damage which increases ever more rapidly with each stack.",
heartbreakpoisonitemeffect_cap,Applies {0} of heartbreak poison to a suitable melee weapon which deals {1} damage per turn for {2}. Stacks {3} times. If this poison is allowed the expire naturally it will then deal a great amount of damage which increases ever more rapidly with each stack.,
shootheartbreakpoisonbolt,Shoots this bolt from a crossbow dealing normal bolt damage and afflicting the target with poison that deals {0} damage per turn each turn for {1}. Stacks {2} times. If this poison is allowed the expire naturally it will then deal a great amount of damage which increases ever more rapidly with each stack.,
