Variable,Original,Translation
SourceCreature|infusedbisonleather.item,Infused Bison,
SourceCreature|infusedgreatersiphonerleather.item,Infused Greater Siphoner,
SourceCreature|infusedheartbreakerserpentskin.item,Infused Heartbreaker Serpent,
SourceCreature|infusedleperserpentskin.item,Infused Leper Serpent,
SourceCreature|infusedseawyrmscales.item,Infused Sea Wyrm,
SourceCreature|leperserpentskin.item,Leper Serpent,
SourceCreature|seawyrmscales.item,Sea Wyrm,
ArmorDescriptionPlural|ancientrathoundleather.item,"These {0} are made of exceptional ancient rathound leather. They are thick and strong and, of course, quite smelly.",
ArmorDescriptionPlural|cavehopperleather.item,These {0} are made of cave hopper leather. ,
ArmorDescriptionPlural|infusedancientrathoundleather.item,"These {0} are made of exceptional ancient rathound leather infused with super steel fiber. They are thick and strong and, of course, quite smelly.",
ArmorDescriptionPlural|infusedcavehopperleather.item,These {0} are made of infused cave hopper leather. ,
ArmorDescriptionPlural|infusedmutateddogleather.item,These {0} are made from leather of mutated dog infused with super steel fiber. They sure are ugly.,
ArmorDescriptionPlural|infusedpigleather.item,These {0} are made of durable pig leather infused with super steel fiber.,
ArmorDescriptionPlural|infusedrathoundleather.item,"These {0} are made of infused rathound leather. No matter how hard you try to wash it out, the faint stench of this filthy creature remains.",
ArmorDescriptionPlural|infusedsiphonerleather.item,These {0} are made of slippery slimy siphoner skin infused with super steel fiber.,
ArmorDescriptionPlural|mutateddogleather.item,These {0} are made from leather of mutated dog. They sure are ugly.,
ArmorDescriptionPlural|pigleather.item,These {0} are made of durable pig leather.,
ArmorDescriptionPlural|rathoundleather.item,"These {0} are made of rathound leather. No matter how hard you try to wash it out, the faint stench of this filthy creature remains.",
ArmorDescriptionPlural|siphonerleather.item,These {0} are made of slippery slimy siphoner skin.,
ArmorDescriptionPlural|bisonleather.item,These {0} are made of durable bison leather.,
ArmorDescriptionPlural|greatersiphonerleather.item,These {0} are made of slippery slimy greater siphoner skin.,
ArmorDescriptionPlural|heartbreakerserpentskin.item,These {0} are made of slick and scaly heartbreaker serpent skin. Its colorful pattern gleams hypnotically.,
ArmorDescriptionPlural|infusedbisonleather.item,These {0} are made of durable bison leather infused with super steel fiber.,
ArmorDescriptionPlural|infusedgreatersiphonerleather.item,These {0} are made of slippery slimy greater siphoner skin infused with super steel fiber.,
ArmorDescriptionPlural|infusedheartbreakerserpentskin.item,These {0} are made of slick and scaly heartbreaker serpent skin infused with super steel fiber. Its colorful pattern gleams hypnotically.,
ArmorDescriptionPlural|infusedleperserpentskin.item,These {0} are made of tough scaly leper serpent skin infused with super steel fiber. It's rough and unpleasant to touch and gives out acrid odor.,
ArmorDescriptionPlural|infusedseawyrmscales.item,These {0} are made of Sea Wyrm scaly skin infused with super steel fiber. It's tough and heavy.,
ArmorDescriptionPlural|leperserpentskin.item,These {0} are made of tough scaly leper serpent skin. It's rough and unpleasant to touch and gives out acrid odor.,
ArmorDescriptionPlural|seawyrmscales.item,These {0} are made of Sea Wyrm scaly skin. It's tough and heavy.,
component.caveHopperLeather,Cave Hopper Leather,
Components.1,"Cave hopper skin can be turned into a suit of leather armor, but it provides only meager protection.",
component.infusedAncientRathoundLeather,Infused Ancient Rathound Leather,
Components.284,"Particularly strong and cunning rathounds can live to be a hundred years old or more, or so they say. Over the years their hide grows thick and strong, but also becomes heavy. It has been infused with super steel fiber to enhance its properties.",
component.infusedCaveHopperLeather,Infused Cave Hopper Leather,
Components.281,"Cave hopper skin can be turned into a suit of leather armor. Usually it provides only meager protection, but in this case it has been infused with super steel fiber to enhance its properties.",
component.infusedMutatedDogLeather,Infused Mutated Dog Leather,
Components.282,This skin can be turned into a suit of acid resistant leather armor infused with super steel fibers.,
component.infusedPigLeather,Infused Pig Leather,
Components.283,Pig skin can be turned into a suit of leather armor. Its defensive properties have been further enhanced by infusing super steel fiber.,
component.infusedRathoundLeather,Infused Rathound Leather,
Components.280,Rathound skin can be turned into a suit of leather armor. It has been infused with super steel fiber to enhance its properties.,
component.infusedSiphonerLeather,Infused Siphoner Leather,
Components.285,It's a slippery slimy piece of siphoner skin infused with super steel fiber. It can be used to craft a suit of leather armor. It has been infused with super steel fiber to enhance its properties.,
CustomLeatherArmorType,Leather Jumpsuit,
Components.2,This skin can be turned into a suit of acid resistant leather armor.,
component.pigLeather,Pig Leather,
Components.3,Pig skin can be turned into a suit of leather armor.,
component.rathoundLeather,Rathound Leather,
Components.0,Rathound skin can be turned into a suit of leather armor.,
component.siphonerLeather,Siphoner Leather,
Components.5,It's a slippery slimy piece of siphoner skin. It can be used to craft a suit of leather armor.,
Items.Ampule,A sterile ampule.,
Components.Capsule,A sterile hard-shelled capsule.,
flatBeaker,Flat Beaker,
Items.FlatBeaker,"A flat beaker, or crystallizer, with an airtight lid.",
spongeFilter,Sponge Filters,
Components.SpongeFilter,"A couple of small, clean, general-purpose sponge filters.",
Items.Syringe,A syringe is a simple pump consisting of a plunger that fits tightly in a tube. It can be used to create various medical consumables and other items that need to inject fluids into a body.,
Components.Vial,Sealed sterile vial.,
Component.SerratedSteelBlade,Serrated Steel Blade,
Components.131,It's a nasty looking serrated steel blade that can be mounted on a metal armor suit to inflict bleeding wounds.,
Component.SerratedTiChromeBlade,Serrated TiChrome Blade,
Components.135,It's a nasty looking serrated tichrome blade that can be mounted on a metal armor suit to inflict bleeding wounds.,
Component.SerratedTungstenSteelBlade,Serrated Tungsten Steel Blade,
Components.133,It's a nasty looking serrated tungsten steel blade that can be mounted on a metal armor suit to inflict bleeding wounds.,
steelSpikes,Steel Spikes,
Components.130,It's a set of steel spikes. They can be mounted on a metal armor suit.,
tiChromeSpikes,TiChrome Spikes,
Components.134,It's a set of tichrome spikes. They can be mounted on a metal armor suit.,
tungstenSpikes,Tungsten Steel Spikes,
Components.132,It's a set of tungsten steel spikes. They can be mounted on a metal armor suit.,
steel,Steel Plates,
supersteel,Super Steel Plates,
Components.123,"A set of ""Super Steel"" plates - a very light, ductile, malleable and conductive metal alloy. Its tensile strength is unmatched among metal alloys, approaching that of pure carbon fiber.",
triChrome,TiChrome Bars,
Components.122,"It's a set of bars of TiChrome, a metal alloy primarily made from titanium and chromium. It's particularly known for its reflectiveness and heat resistance.",
tungstenSteel,Tungsten Steel Plates,
Components.121,It's a set of thick heavy tungsten steel plates.,
Components.41,"Modulators can be added to a device that utilizes any type of wave, or relies on waves or related phenomena, to alter its behavior.\n  \nThis modulator reduces the frequency of waves which usually increases the device efficiency at the cost of slower operating.",
Components.40,"Modulators can be added to a device that utilizes any type of wave, or relies on waves or related phenomena, to alter its behavior.\n  \nThis modulator increases the frequency of waves which usually causes the device to operate more quickly. This can potentially cause slight instability in the device.",
galvanicFoamPadding,Galvanic Foam Padding,
Components.52,A set of galvanic foam blocks that can be used to pad leather armors and other gear to protect the wearer against electricity.,
MetalHelmetDesc|galvanicfoampadding.item,It's padded with galvanic foam that protects the wearer against electricity and provides impact cushioning.,
MetalHelmetDesc|highdensityfoampadding.item,"It's padded with high-density foam which provides good impact cushioning, but also adds to the helmet's weight.",
MetalHelmetDesc|insulatingfoampadding.item,It's padded with insulating foam that protects the wearer against cold and provides impact cushioning.,
MetalHelmetDesc|softfoampadding.item,It's padded with soft foam which provides impact cushioning.,
highDensityFoamPadding,High Density Foam Padding,
Components.21,This high density padding material can be used when creating a suit of leather armor to provide extra protection against melee weapons.,
insulatingFoamPadding,Insulating Foam Padding,
Components.51,A set of insulating foam sheets that can be used to pad leather armors and other gear to protect the wearer against cold.,
Components.20,This material can be used as padding when creating a suit of leather armor to mitigate the sounds the leather makes as the wearer moves around.,
caveEar,Cave Ear,
Plants.4,"This is a poisonous mushroom. If ingested it can cause bellyaches, temporary weakening of immune system and blurred vision. A skilled biologist could extract the poison from this mushroom for direct application.",
gremlinStool,Gremlin Stool,
Plants.5,This yellow-dotted mushroom looks poisonous.,
lakePoppy,Lake Poppy,
Plants.3,"This is a seed pod of the lake poppy plant. It can be used to create a tasty nut roll, but due to its scarcity it's more commonly used in medical purposes as a skilled horticulturist can extract morphine from it.",
Plants.1,This giant glowing mushroom contains powerful psionic catalyst which can be used to create psi enhancing concoctions.,
oozingShroom,Oozing Shroom,
Plants.7,The cap of this mushroom is filled with bright oozing substance.,
psychodelicSpore,Psychodelic Spore,
